"Gene.Id","tumor.median_BLCA","healthy.median_BLCA","fold.change_BLCA","log2.fold.change_BLCA","tumor.median_BRCA","healthy.median_BRCA","fold.change_BRCA","log2.fold.change_BRCA","tumor.median_CHOL","healthy.median_CHOL","fold.change_CHOL","log2.fold.change_CHOL","tumor.median_ESCA","healthy.median_ESCA","fold.change_ESCA","log2.fold.change_ESCA","tumor.median_HNSC","healthy.median_HNSC","fold.change_HNSC","log2.fold.change_HNSC","tumor.median_KICH","healthy.median_KICH","fold.change_KICH","log2.fold.change_KICH","tumor.median_KIPAN","healthy.median_KIPAN","fold.change_KIPAN","log2.fold.change_KIPAN","tumor.median_KIRC","healthy.median_KIRC","fold.change_KIRC","log2.fold.change_KIRC","tumor.median_KIRP","healthy.median_KIRP","fold.change_KIRP","log2.fold.change_KIRP","tumor.median_LIHC","healthy.median_LIHC","fold.change_LIHC","log2.fold.change_LIHC","tumor.median_LUAD","healthy.median_LUAD","fold.change_LUAD","log2.fold.change_LUAD","tumor.median_LUSC","healthy.median_LUSC","fold.change_LUSC","log2.fold.change_LUSC","tumor.median_PRAD","healthy.median_PRAD","fold.change_PRAD","log2.fold.change_PRAD","tumor.median_STES","healthy.median_STES","fold.change_STES","log2.fold.change_STES","tumor.median_THCA","healthy.median_THCA","fold.change_THCA","log2.fold.change_THCA","tumor.median_UCEC","healthy.median_UCEC","fold.change_UCEC","log2.fold.change_UCEC"
"ZNF708",137.35345,103.472,1.32744558914489,0.408652727410141,184.851,231.95875,0.796913244272958,-0.327505420696446,131.4448,64.7502,2.0300292508749,1.02150051548342,132.08525,231.4521,0.57068071536184,-0.809244283094161,58.8425,72.49735,0.811650356875113,-0.30106971850611,192.76425,126.1007,1.52865329058443,0.612261230325806,131.1353,125,1.0490824,0.0691279986040443,137.5138,131.00295,1.04970002583911,0.0699771059245215,109.93845,110.21815,0.99746230543699,-0.00366577263675555,53.913,54.6784,0.986001784982735,-0.0203378365362959,137.6442,156.1625,0.881416473225006,-0.182104234784452,104.285,148.0394,0.704440844802127,-0.505449533127235,262.4092,210.67845,1.24554362346979,0.316775550893413,151.586,231.4521,0.654934649545198,-0.61057713553598,168.0177,285.0294,0.589474980475698,-0.762497513759745,165.3203,166.4581,0.993164646238303,-0.00989518818984173
"ZNF709",62.86645,60.6414,1.03669192993565,0.0519872372702093,110.835,129.46265,0.856115644164552,-0.224122405744737,47.1271,17.2414,2.73336851995778,1.45067998092731,55.0145,107.5581,0.511486350167956,-0.967232355029682,31.1681,46.9666,0.663622659506969,-0.591564946688507,111.5466,160.0887,0.696779972602688,-0.521224937428797,102.051,167.4448,0.609460550581445,-0.714395254390414,100.0614,178.7049,0.559925329411784,-0.836693649985205,107.2249,156.6901,0.684311899730742,-0.547274059786707,25.8237,20.00325,1.29097521652731,0.368461304799758,67.6835,81.4053,0.831438493562458,-0.266318552137862,48.0124,83.7989,0.57294785492411,-0.80352425235488,118.552,139.4873,0.849912500994714,-0.234613772317892,60.1076,100.2445,0.599609953663293,-0.737903762332943,143.1308,221.6935,0.645624702573598,-0.631232315530294,149.72065,194.6833,0.769047216684739,-0.378855917785124
"ZNF713",29.07095,24.031,1.20972701926678,0.274681533135143,79.5638,76.0482,1.04622857608727,0.0651980806115992,43.63465,16.1176,2.70726721099916,1.43683729056649,56.02535,59.9347,0.934773178142212,-0.0973117560558526,24.99595,25.9368,0.96372528608001,-0.053306136079637,38.52035,71.0349,0.542273586645438,-0.882907194391661,37.4135,54.9277,0.681140845147348,-0.553974947772129,36.4964,55.56295,0.656847773561339,-0.606369034498895,38.4861,49.56905,0.776413911503247,-0.365102126917007,16.7464,12.8075,1.30754635955495,0.386862098682031,41.6263,43.0318,0.967338108096803,-0.0479078601822003,39.1182,45.8629,0.852937777593654,-0.22948759511555,50.1181,51.6081,0.971128563151908,-0.0422657949752174,59.7258,59.9347,0.996514539991024,-0.00503723952708414,47.1503,71.6925,0.65767409422185,-0.604555251243791,73.59715,101.1535,0.727578877646349,-0.45882443419207
"ZNF714",145.8709,88.9774,1.63941517733717,0.713181259217561,177.5297,129.82635,1.36743966074684,0.451477174471668,86.13525,16.8946,5.09838942620719,2.3500415737918,309.0606,228.6822,1.35148516150361,0.434545672033406,98.0731,121.1446,0.809554037076353,-0.304800712419842,288.14125,86.298,3.33890993997543,1.7393771802824,75.804,86.3183,0.878191530648773,-0.187392473825246,78.5193,89.7886,0.874490748268711,-0.193484973744957,56.78935,83.8599,0.6771931519117,-0.562360710775165,21.4724,11.3594,1.8902758948536,0.918596818090968,179.9346,120.8054,1.489458252694,0.574787687551602,163.5821,109.9481,1.48781197674175,0.573192216390924,138.4733,131.07205,1.05646703473395,0.0792477511177746,298.3237,190.709,1.56428747463413,0.645505666173238,386.976,351.685,1.1003483230732,0.137960291407372,177.97805,107.0039,1.66328563725247,0.734035944970085
"ZNF716",1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0
"ZNF717",29.7799,33.5689,0.887127668764839,-0.172786353562984,44.953,66.56105,0.675364946917154,-0.56626079297926,25.16545,29.9145,0.841245884103027,-0.24940055370667,46.47605,109.0686,0.426117599382407,-1.23067645637903,9.60545,28.93025,0.332020981498604,-1.59065368178643,54.1953,55.0266,0.984892760955611,-0.0219614481458826,43.8464,56.5564,0.775268581451436,-0.367231895466323,38.9548,60.03805,0.648835197012561,-0.624076012110578,54.77405,52.64665,1.04040902887458,0.0571508244397385,22.7374,28.9454,0.785527234033732,-0.348266800622751,40.0195,35.6537,1.12245012439102,0.166651340830681,24.864,34.6073,0.718461133922612,-0.477017980534215,50.1393,55.8929,0.897060270624713,-0.15672317639801,53.0989,105.6202,0.502734325441535,-0.992131898884418,41.9157,75.6984,0.553719761580165,-0.852772084081079,21.8921,78.9981,0.27712185482942,-1.85140760344475
"ZNF721",364.96895,330.6356,1.10384045154242,0.142531660881706,498.7875,575.30325,0.86699927386122,-0.205897309741585,409.3089,359.5534,1.13838139202689,0.186983984888189,453.33275,560.3923,0.808956065242153,-0.305866743503378,275.81285,313.0372,0.88108649706808,-0.182644438096213,769.779,370.6889,2.07661734678325,1.05423539877394,439.1993,414.8459,1.058704690103,0.0823002271607927,454.0044,456.26745,0.995040080110909,-0.00717345645452241,385.60255,386.1675,0.9985370338001,-0.00211215946753115,318.6551,279.5781,1.13977131971353,0.188744395434139,406.6233,375.2593,1.08357954086681,0.115805059294274,331.4247,364.3397,0.909658486297266,-0.13660307990694,543.4218,406.27945,1.33755669896668,0.419600048586158,447.5879,525.5677,0.851627487762281,-0.231705578847355,525.046,597.5917,0.878603233612515,-0.18671628575016,414.5432,485.0063,0.854717144911314,-0.22648103295788
"ZNF727",0.94585,5.0651,0.186738662612782,-2.42090743896161,5.2207,37.98135,0.137454303230401,-2.86297602141606,1.7559,1.1164,1.57282336080258,0.653356654985271,1.65,11.13,0.148247978436658,-2.75391566309614,0.45335,3.2263,0.140517000898862,-2.83118340480647,1.0192,15.4582,0.0659326441629685,-3.92286324940832,5.707,18.8839,0.302215114462585,-1.72635228013269,7.2491,21.74105,0.33342915820533,-1.58454782212021,4.90595,17.84265,0.274956354577375,-1.86272546545761,0.9259,0.95345,0.971104934710787,-0.0423008974846414,3.3022,8.3983,0.393198623530953,-1.34666982363752,1.2162,9.0861,0.133852808135504,-2.90128068888836,4.9628,15.12415,0.328137449046723,-1.60762784247907,2.1093,9.6899,0.217680265018215,-2.19971747675461,18.7031,29.136,0.641924080175728,-0.639525413786962,1.61435,25.732,0.0627370589149697,-3.99453829190088
"ZNF732",4.89965,3.1937,1.53416100447757,0.617449896251823,7.7834,8.71475,0.893129464413781,-0.16305877717825,0.99785,1.0908,0.91478731206454,-0.128491738919706,5.02025,7.0768,0.709395489486774,-0.495337937599531,1.29685,4.4214,0.293312073099018,-1.76949163940242,6.5148,2.1563,3.0212864629226,1.59516297951264,2.832,1.7564,1.61238897745388,0.689199825843818,3.0019,1.68045,1.78636674700229,0.837028300931891,2.0147,1.7242,1.16848393457836,0.224637898721963,1.6129,0.81045,1.99012894071195,0.992861906195743,2.9551,2.3291,1.26877334592761,0.343434368697117,1.5228,2.2456,0.678126113288208,-0.560374493950262,3.4813,3.19025,1.09123109474179,0.125956659803376,4.4992,7.0768,0.635767578566584,-0.653428647826118,7.0611,4.7094,1.49936297617531,0.584349683176945,8.46445,14.197,0.596213988870888,-0.746097869444398
"ZNF737",272.10965,148.0974,1.83736952843196,0.87764180784443,389.976,380.3963,1.02518347313052,0.0358821264022693,196.6242,50.8167,3.86928312936495,1.95206629982941,57.71975,342.3142,0.168616288777971,-2.56818418373136,27.0434,79.27765,0.341122624093928,-1.55163765366891,426.104,360.3465,1.18248408129398,0.24182076200626,331.4288,346.7753,0.955745117948135,-0.0653021692545935,350.4187,363.531,0.963930723927258,-0.0529986287619215,280.79195,309.2276,0.908042975465321,-0.139167516508277,44.358,34.87195,1.27202522371132,0.347127278926068,215.4613,218.7219,0.985092485023219,-0.0216689170993075,73.8199,191.3527,0.385779244296004,-1.37415256932497,542.133,360.8671,1.50230652780483,0.587179207675996,74.3201,342.3142,0.217110771332302,-2.20349679195499,524.9267,894.989,0.586517487924433,-0.769753969812234,351.9368,254.0676,1.38520929075569,0.470103968999359
"ZNF738",262.8657,95.0332,2.76604070998346,1.46782238991539,216.7563,184.3819,1.17558339511633,0.233376886462799,114.381,30.3389,3.77011032041373,1.91460674004172,113.47765,123.8053,0.91658151953107,-0.125664897053882,65.6381,79.083,0.829990010495302,-0.268834122157458,169.02975,147.706,1.14436617334435,0.194548758357774,124.0093,132.9535,0.932726855629976,-0.100473437949968,122.6623,133.2792,0.920340908408814,-0.119759738316157,120.45395,122.47385,0.983507499764235,-0.0239920410298033,44.5236,32.68315,1.36227995159585,0.446023210895188,160.4058,130.5085,1.22908316316562,0.297582535749201,145.6194,114.7274,1.26926436056252,0.343992582931529,168.9389,157.00225,1.07602852825358,0.105716327917175,130.0871,137.6315,0.945184060335025,-0.0813327951032322,127.1361,175.0825,0.726149672297346,-0.461661151038292,340.334,224.3941,1.51667980575247,0.600916542795774
"ZNF74",352.43945,224.031,1.57317268592293,0.653677042940866,328.5124,245.12895,1.34016157618266,0.422406949268686,329.39435,113.8711,2.89269489800309,1.53241416552464,329.5973,266.4314,1.23708128996807,0.306940304502272,258.7956,220.8536,1.17179706375626,0.228722740013621,350.96965,199.4847,1.75938129590891,0.815068179855921,191.1911,184.1033,1.03849903831164,0.0544998801944384,180.7171,170.89815,1.05745498122712,0.0805962451486552,211.82135,195.3377,1.08438540025812,0.116877594535953,202.0906,98.4191,2.05336768980818,1.03799198924182,271.615,207.335,1.31002966214098,0.389599478128541,408.6294,193.1131,2.11601077296154,1.0813469724702,392.9501,250.0369,1.57156843649877,0.652205098002155,326.319,266.4314,1.22477680934004,0.29251887135427,235.2941,258.2705,0.911037458788363,-0.134417720885075,632.14375,394.9511,1.60056206958279,0.678578625488893
"ZNF746",453.85875,376.9415,1.20405619970208,0.267902731914276,457.3529,385.26005,1.18712775954839,0.247475207219338,457.1078,323.6915,1.4121711567959,0.497914955532698,562.3929,514.4257,1.09324417500914,0.128615661515107,460.88185,396.2226,1.16318920223127,0.218085782038902,446.0576,393.1457,1.13458598173654,0.182165944157507,412.2226,346.2289,1.19060713880326,0.251697449810584,391.6622,316.7261,1.2365959104728,0.306374139604411,472.50335,385.27315,1.22641131363553,0.294442911022075,427.6394,305.41565,1.40018823527871,0.485620789918961,512.0419,447.5236,1.14416736905048,0.194298105296087,567.0894,435.1578,1.30318105294217,0.382037533665237,504.5654,429.80445,1.17394177747578,0.231360858678049,573.4154,514.4257,1.1146709816403,0.156617931487428,466.9497,412.5135,1.13196222669076,0.178825816583971,570.71335,541.5309,1.05388879932798,0.0757226495922488
"ZNF747",213.6325,241.6188,0.884171678693876,-0.177601571477848,292.331,235.77135,1.23989195464165,0.310214408278197,279.32315,359.0804,0.777884702144701,-0.36237175968986,192.1095,259.7578,0.739571631727709,-0.435238207558275,188.8514,187.99855,1.00453647115895,0.00652994416576114,385.09355,328.9593,1.1706419304759,0.227299859678776,308.157,283.9089,1.08540803053374,0.118237487801001,292.3131,264.83475,1.10375658783449,0.142422048707521,342.40165,313.02495,1.09384779072722,0.129412000616375,302.8905,362.24125,0.836156842987926,-0.258154512177475,230.6043,246.0289,0.9373057392851,-0.0934083782693139,216.8435,224.6319,0.965328165768085,-0.0509086212703878,319.659,333.82765,0.957556990860404,-0.0625697405026371,197.6374,262.1802,0.753822752442786,-0.407702754725902,294.4584,310.9528,0.946955293536511,-0.0786317782915287,278.88055,353.952,0.787904998417865,-0.343906407558488
"ZNF749",69.7321,33.2149,2.09942224724446,1.06999235850301,83.0821,76.8044,1.08173620261339,0.113348719513507,71.43945,32.3751,2.20661712241815,1.14183632444847,116.6249,97.8682,1.19165265121868,0.252963773223398,64.5222,54.8209,1.17696353033241,0.235069617382533,64.53335,50.3923,1.28061926127603,0.356841614231415,54.8953,46.9954,1.16809943100814,0.224163084591957,56.4962,46.264,1.2211698080581,0.288263826213747,47.7195,44.73465,1.06672344591944,0.0931861977973708,39.7695,32.1597,1.23662534165431,0.306408475569758,55.2359,41.7323,1.32357670197904,0.404441802206486,72.1973,43.75,1.650224,0.722661867959082,69.0406,51.65245,1.33663746830983,0.418608221157515,112.3022,88.7762,1.26500345813405,0.339141328813676,42.3074,56.2324,0.752366962818589,-0.410491594809119,81.0082,68.323,1.18566514936405,0.245696627454519
"ZNF75A",227.0663,219.7293,1.03339108621381,0.0473863445841438,431.0667,323.99595,1.33046940864539,0.411935338993747,382.2011,206.5308,1.85057676627409,0.887974983260834,203.10945,198.1982,1.0247794884111,0.0353135046566175,192.34225,155.88305,1.23388816166992,0.303211636046324,269.1054,276.9912,0.97153050349614,-0.0416688015453499,226.0147,238.8741,0.94616662082662,-0.0798338290043078,223.1999,229.06695,0.974387182437274,-0.0374329394302734,225.4362,227.0531,0.992878758316887,-0.0103105356977349,246.218,176.7682,1.39288627705662,0.478077473140919,301.2275,214.1158,1.40684386673006,0.492462225380977,262.2047,211.8848,1.23748706844474,0.307413449323057,450.0637,356.7339,1.26162301928693,0.335280888567092,200.9767,203.9165,0.985583314739121,-0.0209502625019547,306.4304,421.6306,0.726774574710659,-0.460420145293947,206.7268,246.5116,0.838608811917979,-0.253930105099463
"ZNF75D",254.4512,259.0449,0.982266780778159,-0.0258131853837152,345.5744,427.91005,0.807586547686833,-0.308311215603729,306.15645,298.7441,1.02481170339431,0.0353588565265078,311.50675,460.0484,0.677117342436144,-0.562522224630383,186.07075,177.6467,1.04742024478924,0.0668403949245079,615.3563,411.8219,1.49422918013831,0.579401441093468,406.8057,375.5222,1.08330665936661,0.115441694767678,412.487,376.6263,1.09521560230924,0.131214904314213,376.576,347.41575,1.08393473813435,0.116277897093754,239.0258,238.26885,1.00317687351914,0.00457599483569165,361.5282,382.6883,0.944706697330438,-0.082061608926226,230.3968,401.4106,0.573967902192917,-0.800958035062868,406.3158,503.58965,0.806839060334143,-0.309647166134438,321.7433,405.6968,0.793063440480674,-0.334491817096801,602.4968,616.5538,0.977200691975299,-0.0332732096807005,289.63535,379.3774,0.763449140618287,-0.389396043984105
"ZNF763",60.94225,69.0959,0.881995169033184,-0.181157341180479,82.1939,119.9178,0.685418678461413,-0.544942587365736,73.1937,35.8127,2.04379172751566,1.03124818600662,23.64775,49.8824,0.474070012669799,-1.07682795670774,13.8911,30.1487,0.460752868282878,-1.11793494792534,159.5613,128.5977,1.24077880086502,0.31124594275343,79.7182,118.709,0.671543016957434,-0.574448277716514,74.2678,119.298,0.622540193465104,-0.683761109046695,80.36415,111.57695,0.720257633857172,-0.473415048603888,34.4093,27.4718,1.25253168703907,0.324847101748525,48.0679,82.1516,0.585112158497217,-0.773214897544759,21.3818,72.7466,0.293921640324084,-1.76649651188011,77.6161,81.504,0.952298046721633,-0.0705149213207297,27.4901,46.4201,0.592202515720561,-0.755837475682486,97.1705,146,0.665551369863014,-0.587378071595489,64.716,100.0782,0.646654316324634,-0.628933401835586
"ZNF764",164.26905,122.3629,1.34247431206681,0.424894482841313,232.8302,155.48335,1.49746066057877,0.582518102824806,194.4024,152.0515,1.27852997175299,0.354485981144739,173.65245,286.8239,0.605432287895116,-0.723962478288111,143.09725,122.3114,1.16994204955548,0.226437070928781,168.39265,160.6075,1.0484731410426,0.068289904084998,199.2925,146.6229,1.35921810303847,0.442776972606746,198.1599,136.21745,1.45473212132513,0.540753515459182,207.9501,161.118,1.29066957137005,0.368119698737777,205.9417,146.1434,1.40917550843897,0.494851306030747,200.3175,155.9055,1.28486487006552,0.361616638378254,178.7905,150.3025,1.18953776550623,0.25040107524658,212.1569,170.98905,1.24076307810354,0.31122766125658,178.3664,278.1529,0.641253066209268,-0.641034275774954,145.8253,173.9631,0.838254204483595,-0.254540280635175,227.0503,237.5954,0.955617406734305,-0.0654949619171609
"ZNF765",211.54115,136.4706,1.55008587930294,0.632348147249357,274.9354,228.41785,1.20365111570746,0.267417280321431,174.2964,92.2865,1.88864460132305,0.917351245851317,249.2048,253.1532,0.984403120323978,-0.0226788640835751,180.09955,161.25,1.11689643410853,0.159495415968822,319.74315,172.1965,1.85685045863302,0.892857632572347,184.3532,193.5302,0.952581044198786,-0.0700862546806026,197.4096,206.0505,0.958064163882155,-0.0618058149021721,146.6713,179.21295,0.818419093039872,-0.289088292530623,109.837,88.95705,1.23471945169045,0.30418327530483,202.2625,208.8223,0.968586688299094,-0.0460469193862425,223.0216,201.1078,1.10896544042548,0.149214406343934,266.7231,254.41785,1.04836629977024,0.0681428834109922,252.996,226.4785,1.11708616932733,0.159740476122368,132.2383,195.8453,0.675218144116811,-0.566574422957725,222.47845,190.4485,1.16818168691274,0.22426467355296
"ZNF766",434.11785,334.7945,1.2966695988136,0.374810916846911,593.0372,547.3413,1.0834870308526,0.115681884731425,481.63245,186.9658,2.57604572600978,1.3651582021878,337.46565,388.1782,0.869357552794052,-0.201978438503602,327.4045,279.38705,1.17186712841558,0.228808999757579,440.8579,310.1069,1.42163202431162,0.507548085631717,353.3164,329.9126,1.07093939425169,0.0988768385507894,359.25,351.0234,1.02343604443464,0.0334209496892298,334.64385,294.51755,1.13624417288545,0.184272895721194,270.1176,203.7952,1.32543651665986,0.406467572284918,390.1781,308.6516,1.26413762313236,0.338153534244827,396.5468,305.3364,1.29872101721249,0.377091553718231,477.978,429.037,1.11407174672581,0.15584214588481,355.579,332.7399,1.06863949889989,0.0957752479460263,402.1572,493.9795,0.814117185024885,-0.296691622157302,401.14045,418.1118,0.959409540701793,-0.0597813086159155
"ZNF77",88.1157,85.6426,1.02887698411772,0.0410704992264336,88.1361,94.3193,0.934443957917415,-0.0978199521144308,64.44335,41.0298,1.57064743186659,0.651359370713392,77.74875,78.3784,0.991966536698886,-0.0116366417680146,67.9545,70.4651,0.964371014871191,-0.052339804927851,77.193,75.7281,1.01934420644384,0.0276412949562554,54.6197,62.3337,0.8762467172653,-0.190590960607404,51.5021,57.67975,0.8928974206719,-0.163433652114749,57.29855,62.0145,0.923954075256593,-0.114106950005919,56.0997,35.5278,1.57903669802239,0.659044700925625,70.8271,68.9397,1.02737754878539,0.0389664520212868,99.2092,72.549,1.36747853175095,0.451518184111396,73.1219,71.53585,1.02217140077318,0.0316371320016242,74.4835,76.7237,0.97080172098061,-0.0427514288705133,71.358,84.4109,0.845364757395076,-0.242354126108872,112.064,71.9844,1.55678174715633,0.638566700122835
"ZNF772",137.80205,91.4729,1.5064795146978,0.591181055113033,209.541,239.03835,0.876599926329813,-0.190009537270081,137.4497,82.6446,1.66314193546826,0.733911296020392,165.85985,153.4229,1.08106319200067,0.112450856209872,107.6207,136.9584,0.785791159943457,-0.347782157146086,256.2159,229.7401,1.11524239782258,0.157357313849178,160.9388,264.1374,0.609299553944273,-0.714776410699252,165.7124,319.23655,0.519089684436196,-0.945944276702247,145.34975,224.69345,0.646880227260741,-0.628429479320128,69.0709,60.65585,1.13873435126208,0.187431228330976,158.5608,132.8966,1.19311404505458,0.254731951139538,170.3804,124.1627,1.37223497878187,0.456527546887248,270.5158,227.2564,1.19035503510572,0.251391935712483,152.0602,144.8013,1.05013007479905,0.0705680389817529,399.117,504.1587,0.79164953416454,-0.337066209058595,100.90985,188.716,0.534718041925433,-0.903149739345477
"ZNF773",104.2728,88.975,1.17193368923855,0.228890940994667,151.0107,161.5324,0.934863222486634,-0.0971727915714045,129.0049,51.0453,2.52726303890858,1.33757582858019,63.9693,79.1834,0.807862506535461,-0.307818319259846,83.0761,84.72795,0.980504072150925,-0.0284044727720838,170.7373,95.6548,1.7849318591435,0.835868999547271,100.9989,99.7149,1.0128767115045,0.0184585783584522,112.9911,105.5264,1.07073774903721,0.0986051705706524,79.7195,95.62835,0.833638769256188,-0.262505721645908,57.9111,44.4751,1.30210162540388,0.380842051225997,112.7304,112.7774,0.999583249835517,-0.000601368714550701,108.6957,110.6974,0.981917371139702,-0.0263264687817772,151.0989,132.4039,1.14119674722572,0.19054753989767,63.472,76.2431,0.832495006105471,-0.264486476983921,159.9783,188.3629,0.849308966893162,-0.235638613056296,112.78785,138.3894,0.815003533507624,-0.295121780619874
"ZNF776",325.6969,267.6028,1.21709077782445,0.283436776788675,539.2539,540.29665,0.998070041707643,-0.00278703155074776,353.43985,277.9799,1.27145829608544,0.346484142313162,393.72425,455.161,0.865021937292518,-0.209191374367121,245.95515,268.1375,0.917272481469395,-0.124577735907473,441.2062,386.4938,1.14156087368025,0.191007793259522,397.0476,450.7256,0.88090758545776,-0.182937418528343,460.9409,488.74805,0.943105348451007,-0.0845091604675555,286.4223,405.54325,0.706268197041869,-0.501711960870251,214.6798,253.0258,0.848450237090447,-0.237098048918089,332.1655,358.8725,0.92558081212687,-0.111569138108709,313.7008,329.1403,0.953091432437778,-0.0693134727802975,501.3396,493.9394,1.01498199981617,0.0214541421826543,394.6185,452.487,0.872110137970815,-0.197417751776785,344.9757,453.7339,0.760304001971199,-0.395351709959221,331.2622,361.2565,0.916972289771949,-0.125049957591165
"ZNF777",566.15855,464.5441,1.21874015836171,0.285390568778082,464.8478,387.3754,1.19999308164638,0.263026088247771,483.0689,416.7337,1.15917887130318,0.213103203817074,557.53145,520.9945,1.07012924320698,0.0977850464149339,462.08955,418.4594,1.10426375892142,0.143084808202408,709.2909,425.664,1.66631639039242,0.736662357193799,360.5718,377.0261,0.956357663302355,-0.0643778296388069,310.274,348.95665,0.889147692127375,-0.169505016662075,455.08245,436.66345,1.04218122675484,0.0596061722486002,488.5563,411.39715,1.1875539244742,0.247993024858479,430.5058,396.346,1.08618681656936,0.119272257984926,517.6225,378.8408,1.36633250695279,0.450308616685928,625.2453,545.3785,1.14644288324531,0.197164480421205,556.8417,520.9945,1.06880533287779,0.0959991113687956,481.7237,485.4339,0.992356940872897,-0.0110689579408348,665.3895,662.8131,1.00388706861708,0.00559698372111848
"ZNF778",52.64155,56.1529,0.937468055968614,-0.0931585630910379,70.8224,132.0608,0.536286316605685,-0.89892465155189,61.8593,37.0072,1.67154769882617,0.741184523892276,96.2062,189.6747,0.507216829656248,-0.979325479420307,67.2968,87.552,0.768649488304094,-0.379602229815724,121.7078,92.1007,1.32146444055257,0.402137603845395,70.3482,121.3227,0.579843673113111,-0.786264095377598,77.0497,134.0537,0.574767425292998,-0.798949794922221,53.59785,123.52535,0.433901624241502,-1.20456010822389,40.9535,37.22165,1.10026019802991,0.137844743765173,78.496,81.3679,0.964704754577665,-0.051840618082102,60.1697,86.3827,0.696548035659918,-0.521705246843723,69.0877,85.6891,0.806260072751377,-0.31068281550419,94.5494,172.0196,0.549643180195745,-0.863432747559573,99.096,109.7984,0.902526812776871,-0.147958301850861,61.4102,80.6189,0.761734531232751,-0.392639796910808
"ZNF780A",239.50785,191.7647,1.2489673542628,0.320735768011777,312.456,338.06575,0.924246244998199,-0.113650817804009,319.25895,237.329,1.34521676659827,0.427838665643374,257.3964,301.8018,0.852865688673825,-0.229609534517432,186.5034,214.33065,0.87016672603755,-0.200636243601212,246.76325,277.8168,0.888222922443855,-0.171006291349338,265.9631,325.0264,0.818281530361841,-0.289330806025194,280.9625,367.0874,0.76538312129482,-0.385746008739535,247.04645,278.94825,0.885635418039009,-0.175215175830807,258.2188,243.05555,1.06238594428311,0.0873079645919032,269.9387,243.8468,1.10700119911354,0.146656784860408,208.2515,220.4623,0.944612752384421,-0.0822050827129037,319.225,300.55965,1.06210198208575,0.0869222990851442,258.9323,266.5441,0.971442624316201,-0.041799305519251,350.9759,434.5014,0.807767017551612,-0.307988855241722,279.9616,335.2601,0.835057914735455,-0.260051836936381
"ZNF780B",232.48035,315.6513,0.736510034965799,-0.441222912739929,281.4311,397.73,0.707593342217082,-0.499007621188537,256.8751,177.7957,1.44477678594027,0.530846617506497,322.29635,508.7487,0.633507957858172,-0.658565352884477,129.83515,148.3908,0.874954175056675,-0.192720635827787,445.49685,331.7095,1.34303313592164,0.425494900029756,266.5961,351.385,0.75870085518733,-0.39839693099684,255.7663,360.92215,0.708646726170727,-0.496861499044074,261.046,336.2503,0.77634428876346,-0.365231502349026,149.4737,132.05135,1.13193617482896,0.178792612892668,231.0335,231.6448,0.997361045877136,-0.00381223840263248,230.7059,233.1602,0.989473760959203,-0.0152666447504544,347.3679,373.60565,0.929771538519292,-0.105051831071285,333.5162,449.2636,0.742361945192088,-0.429805337667846,407.6175,552.1627,0.738219912355543,-0.437877442281962,270.67535,475.9152,0.568747016275168,-0.814141023244814
"ZNF782",28.5095,39.7974,0.716365893249308,-0.481231443788259,81.2422,89.9856,0.902835564801479,-0.147464844111139,44.826,50.3145,0.890916137495155,-0.166638458554325,72.9946,96.8992,0.753304464845943,-0.408695014658066,35.2939,36.49085,0.967198626505001,-0.0481158990346428,56.98875,72.4436,0.786663694239381,-0.346181092380912,65.5917,72.5617,0.903943816090307,-0.14569498902437,74.419,74.97655,0.992563674909021,-0.0107684379427996,55.0908,63.94625,0.861517289911449,-0.215048344497266,42.7721,36.20645,1.18133923651725,0.240423312375684,47.1995,42.4455,1.11200245020085,0.153159966918178,43.4318,41.8476,1.03785641231516,0.0536068602949874,87.9287,70.1409,1.25360096605547,0.326078196699532,75.4372,77.9297,0.968016045230509,-0.0468971339756766,58.4544,111.9456,0.522167910127776,-0.937414295455776,49.26585,66.9192,0.736199028081627,-0.441832249787424
"ZNF785",191.02275,152.1059,1.25585365196222,0.328668352852171,262.4791,223.18555,1.17605776897295,0.233958928340785,225.59195,77.314,2.91786675117055,1.54491400189364,218.96545,262.2431,0.834971253771786,-0.260201565270463,128.3612,117.01965,1.09692004718866,0.133458373755618,237.8943,205.3681,1.15838000156792,0.212108600862623,217.0528,142.9297,1.51859830392144,0.60274030197889,200.4761,129.6894,1.54581716007631,0.628369686759063,245.95685,163.458,1.50470977254096,0.589485247720177,99.4759,59.0947,1.68333031557822,0.751318300784319,188.6198,120.336,1.56744282675176,0.648412820975639,168.6842,136.1247,1.23918877323513,0.309395978814543,272.1482,250.9557,1.08444717533812,0.116959779396688,225.8718,250.4505,0.901862044595639,-0.14902132969863,230.701,255.7492,0.902059517683731,-0.148705469572564,305.526,420.5856,0.726430006162836,-0.461104298579794
