"gene","p-adj-N1-N0","p-adj-N2-N0","p-adj-N2-N1","p-adj-N3-N0","p-adj-N3-N1","p-adj-N3-N2","p-adj-NX-N0","p-adj-NX-N1","p-adj-NX-N2","p-adj-NX-N3","mean-N0","mean-N1","mean-N2","mean-N3","mean-NX","SEM-N0","SEM-N1","SEM-N2","SEM-N3","SEM-NX","Q1-N0","Q1-N1","Q1-N2","Q1-N3","Q1-NX","Q3-N0","Q3-N1","Q3-N2","Q3-N3","Q3-NX","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF331",0.973186086291168,0.456154242545001,0.319684613640462,0.993533325614895,0.998770095054773,0.858311800947944,0.951998792175049,0.910006221730054,0.999999790852712,0.930034200698695,427.470846474359,398.8248265625,553.655620512821,343.21026,559.712283333333,17.7999007246622,24.4265512032291,192.725938482612,67.3925349793551,171.875268247867,235.518375,229.9366,222.43365,220.1681,264.0779,538.823275,487.475925,506.14215,404.9962,724.7556,1331.97498235294,430.059394211577,1104.3339,349.2099,725.59705,1586.3935,227.2138,525.6019,120.427016546986,19.8541881913531,0.322873477286994,0.316217676555976,-1.63095916046413,-1.66101007833954,"LUSC"
"ZNF227",0.981095828996599,0.999465168773905,0.999962124587061,0.988455472876986,0.973382991154426,0.982843400979475,0.760299392562213,0.685976255431691,0.751952840950118,0.992007380578008,280.8744375,288.0114609375,285.469520512821,254.0018,221.233666666667,6.82640761069601,11.1923815455444,20.2416021835981,47.2760548873846,30.5505310148576,191.762525,205.291625,183.15945,243.7836,167.3532,333.466575,330.495425,346.734,268.2097,274.732725,225.720098039216,282.111614371257,227.4138,264.0401,202.19865,248.6773,194.5854,333.3333,6.21396904844491,5.50215608298984,1.24982939854228,1.16105574947519,0.321731180747905,0.215437246587969,"LUSC"
"ZNF141",0.632952237073531,0.997988644382069,0.813272255204599,0.988085355631412,0.928388587048202,0.996553082285033,0.9934469303179,0.940519010095748,0.998741161112181,0.999990682725629,53.5976195512821,58.96313515625,51.6637897435897,45.45338,47.2332666666667,1.51200309809729,4.99119316940996,3.87067262511924,12.490324244206,7.46655219980711,36.187675,38.321,34.09625,22.2689,35.2904,64.260325,69.32275,63.32865,51.6505,60.645675,65.830831372549,54.6754894211577,62.325,48.0167,54.40775,74.2644,36.0911,65.5494,2.53742951408409,1.63175754446902,0.830545327792366,0.770424388287204,-0.26786918811241,-0.376274721529329,"LUSC"
"ZNF304",0.897478863558475,0.9995861969564,0.997648362406908,0.887512381002008,0.795593180142678,0.87652778487289,0.630640579137653,0.778819321258263,0.732951582976686,0.47373966437062,324.64669551282,310.9995125,319.544284615385,384.94372,241.37925,7.94815608028457,13.7550014105485,23.2823461981172,83.1787232368074,20.7844801380702,230.72585,195.17075,219.4244,261.9228,198.59265,391.96895,396.523275,382.0699,417.8641,264.802,318.603941176471,319.770654291417,308.5847,298.0562,286.43,344.0352,218.1818,391.6729,8.75106884249281,6.50977575343447,1.00366195443358,0.965881328529898,0.00527343384631515,-0.0500821493651361,"LUSC"
"ZNF132",0.302763005785696,0.791868447286659,0.999996958599334,0.998388835500104,0.948446532665213,0.960456183212414,0.999941004154255,0.996421646562045,0.997801977507358,0.998122973336524,64.7525701923077,56.40597734375,56.861841025641,70.19488,62.5935833333333,2.42047403412032,3.39296108977289,6.0097247097809,22.4276106434323,11.644659393027,36.516475,30.1798,29.4975,43.4951,50.576575,82.0904,70.76165,76.4037,65.7452,72.05575,96.9734568627451,61.6815738522954,98.5,51.9021,74.8821,115.51085,33.0326,79.929,4.06730815279566,1.83427632907362,0.636066567572183,0.526924873096447,-0.65275033616903,-0.924330812222971,"LUSC"
"ZNF20",0.501589392146291,0.998255680085822,0.96889047554009,0.983429731779052,0.89743785788743,0.972405893524311,0.878012468232278,0.983758893228979,0.937777560144098,0.834235122180586,101.987470512821,94.87799921875,99.8301384615385,112.27466,85.3966833333333,2.3859313987448,3.49431889575644,8.93227986292811,9.79445935734076,11.6541980184658,73.065375,68.004675,58.3603,101.4383,61.220275,121.4707,114.8038,117.77465,130.3698,105.86505,133.0068,99.9954409181637,139.7193,92.5389,96.84845,157.6161,71.4945,120.4844,5.68699511978193,1.90721766346064,0.7518069821856,0.66232009464691,-0.411565780839548,-0.594399464940013,"LUSC"
"ZNF670",0.936238594596286,0.999973858131156,0.982628495473703,0.999258620861894,0.99999739442395,0.998908817953462,0.869379962579428,0.942035409568033,0.877012635069608,0.989163720169732,91.2540548076923,87.4126109375,92.0798076923077,86.16836,72.5401,2.78250017074404,3.74184791069985,6.86782806333921,24.6434841856139,13.9910326825911,58.5568,55.150875,62.63915,49.1597,52.67425,111.3572,109.092025,108.6956,136.1176,84.323775,62.1944921568627,90.6700427145709,56.965,80.3934,52.04785,67.55625,57.6278,111.3737,2.67334168563535,2.11943535816644,1.45784682164281,1.41127709997367,0.543839141293273,0.497001284539277,"LUSC"
"ZFP37",0.885826361673877,0.960483626531336,0.999977631213792,0.97316263950769,0.924736286226838,0.923048349966799,0.827213227774451,0.7045897891252,0.716234362146757,0.998908691581591,60.4912012820513,64.778403125,65.5806076923077,48.35272,41.28375,2.48034372340173,3.89301657826759,7.68232763149578,13.845320287859,11.6424760967402,28.80585,33.083,33.1601,31.0371,16.462125,80.84955,86.69925,88.60665,50.8403,67.40575,47.2435196078431,62.0456502994012,43.7666,55.7461,33.5679,57.54755,30.5086,83.4069,2.68562747522118,1.95461367639913,1.31331557882281,1.27371328821521,0.393213625520831,0.349040564704632,"LUSC"
"ZNF189",0.775858933686211,0.568043730216653,0.244101600291124,0.99998348934296,0.9997895915691,0.971670100525911,0.535381990718285,0.367431260054293,0.907195593753473,0.796725896532623,434.788532371795,456.98197890625,388.469417948718,442.40032,318.609766666667,10.1396754016583,18.1359706541923,22.6855811609744,64.3999630739056,32.3021703317044,309.6435,313.31465,285.5435,409.7871,256.4885,524.9805,555.371325,465.4282,510.2195,383.330425,540.612954901961,437.420134131737,511.0817,403.9796,457.2717,587.52475,308.6213,528.1374,17.9395908534423,8.18824108729246,0.809118853267329,0.790440354252559,-0.305576455983631,-0.339271492355081,"LUSC"
"ZNF434",0.405719297930461,0.997839642564105,0.693664634143756,0.798816736455728,0.956482046434619,0.768133088750449,0.595347852416657,0.334875633059683,0.727435519888952,0.364897765695472,337.58664775641,356.6886046875,332.00101025641,389.90678,275.3441,5.51509198355276,10.9853573658781,12.8561443425288,61.8689356301884,28.2841884770508,265.491425,278.54535,266.0606,250,219.738625,398.85905,396.397675,381.1309,468.5844,299.94855,315.624733333333,342.457462075848,318.7247,334.6593,288.53205,348.854,265.5532,398.8388,6.82738954933939,4.6742379035033,1.08501465794246,1.04999487018107,0.117714532806216,0.0703822795271963,"LUSC"
"ZNF287",0.957483167520716,0.245435582744573,0.561969859070931,0.971643295984056,0.937864016519027,0.677969501813669,0.891955139359644,0.950444234988536,0.999995889084166,0.814848647692759,103.085769551282,99.27960703125,84.9557179487179,117.6951,83.4637333333333,2.91277161081025,5.11646188353469,6.11367601535831,25.7611472514521,7.91039131908853,70.074625,62.85155,56.9042,83.6488,76.42125,127.1658,123.852325,110.91105,172.5812,87.44365,96.2624509803922,100.678892015968,100.085,89.1145,75.0341,114.8232,67.0543,125.5805,3.96866177859111,2.32654861736701,1.045879166701,0.890388170055453,0.0647161826833081,-0.1674936701272,"LUSC"
"ZIM3",0.600336885086098,0.999644335952652,0.849184408215752,0.00456709243903752,0.0157921914195299,0.00663249652301412,0.999966507696571,0.989875361956509,0.999999891176024,0.0580462760856099,0.0627365384615385,0.27168984375,0.0159153846153846,2.24132,0,0.0435869742962105,0.198155474884428,0.0159153846153846,2.24132,0,0,0,0,0,0,0,0,0,0,0,0.0182960784313725,0.133662275449102,0,0,0,0,0,0,0.013342992274212,0.0616138274360989,7.30551500150487,NA,2.86898597924753,NA,"LUSC"
"ZFP14",0.999935334904991,0.999911249139352,0.999997742874892,0.99999994901005,0.999998404920038,0.999994227213503,0.493043347898041,0.48579145789269,0.520220688345425,0.817752137613934,169.760508653846,171.24328046875,172.358266666667,168.69548,97.8081333333333,6.03402423809491,10.6968224402837,14.3161096685235,26.730085861598,15.0529009813096,108.882225,100.136025,113.19005,133.1933,75.789,211.25645,197.050525,212.2674,218.1547,115.069,154.339847058824,170.707552694611,156.1206,144.0875,113.6765,194.30935,105.6303,211.5821,8.4462555099634,4.87818304791998,1.10604977228952,0.922924329012315,0.145416308375147,-0.11571572939335,"LUSC"
"ZNF473",0.759204228039089,0.157597516370335,0.612491691564051,0.940949590723601,0.842402357920683,0.540320759945954,0.561374652083331,0.386087726339233,0.14984728496135,0.991188868274221,318.334841025641,335.68860546875,371.980451282051,270.39106,232.0451,7.47294709268752,13.1217853016629,28.2285330607845,20.8430269972862,18.5872238555771,216.401675,234.448975,233.6985,247.412,201.8493,381.415725,418.0375,465.2042,302.5775,247.8132,194.21217254902,324.852064071856,197.3856,295.612,168.0221,216.25355,218.3133,396.8553,5.17843002577913,6.28425112593044,1.67266582628781,1.49763711233241,0.742149245188913,0.582688091312346,"LUSC"
"ZNF614",0.999967407941769,0.980543912881974,0.990924348708158,0.0817688635152652,0.0933076803082662,0.174554255923721,0.67446045492877,0.668229350643606,0.586123142036711,0.0420686975877164,255.597729807692,257.50722421875,271.416476923077,446.39894,164.7791,8.900106316709,15.4768110385717,21.2573675379741,235.683912796857,19.5130596344431,152.43835,152.464625,192.2467,120.0828,150.484325,307.01555,298.25055,312.7243,410.0971,189.116525,230.304617647059,256.917358483034,213.2203,218.8612,195.30415,253.34675,152.4933,306.339,8.60241585408434,7.41296038731382,1.11555452560122,1.02645573615645,0.157761030742067,0.0376714154597103,"LUSC"
"POGK",0.972286904193414,0.962416755251894,0.998842767792493,0.952755418349437,0.914542665138481,0.889221972020495,0.72821636068358,0.642006888199514,0.611757970333239,0.997979761300665,1859.97460576923,1909.53269453125,1947.20095384615,1613.11364,1469.36755,38.1219542165349,82.2043667647335,142.186299287243,315.317192198647,156.822210527038,1435.58165,1351.73435,1401.1265,1155.9425,1200.0029,2094.456375,2180.693475,2128.39875,1987.9612,1598.528325,1697.17106470588,1875.63636886228,1708.1699,1755.2171,1468.3421,1909.41455,1407.403,2139.2648,47.1293603621799,34.4043947096189,1.10515457626384,1.0275424593303,0.144248171257222,0.0391980090891168,"LUSC"
"ZNF514",0.964784307656163,0.988827337277138,0.921970444204665,0.772612508917984,0.690330027591177,0.885019592555723,0.93429311319782,0.880147224254223,0.981611800883163,0.997442542520913,238.1708,249.3045859375,224.958230769231,153.88744,186.00005,9.33254661067922,13.2354622575344,28.4669335298785,37.2228437666254,21.3242119611292,134.38035,147.19765,96.55825,120.6004,156.32485,291.0349,310.490175,286.6152,196.8622,213.514175,173.46338627451,239.998265269461,152.4447,199.3569,117.9019,215.50275,138.3663,299.9192,10.9993418754953,7.1590665050858,1.38356727851293,1.30773257450079,0.468392799363125,0.387067546273762,"LUSC"
"ZNF300",0.989663609031836,0.876389375906023,0.97323580859666,0.939654101886824,0.966542271586148,0.995165314330348,0.690404613084291,0.771266462219656,0.913081351538664,0.997884874247778,113.551127564103,108.155284375,96.0215641025641,75.99908,55.3672333333333,6.56087773077944,8.73703472041537,13.4604886258789,27.733009821644,11.9494853552407,43.513725,30.5791,29.4116,63.8655,30.189675,136.671175,146.50835,129.3222,73.0097,74.461375,48.6294843137255,110.663313173653,46.122,82.4031,34.5005,56.06415,39.1718,141.5512,2.5082599077923,4.87578892774714,2.27564233376866,1.7866332769611,1.1862738248472,0.837243538238334,"LUSC"
"RBAK",0.99993388073084,0.733344797863326,0.822953524603575,0.470380771342133,0.501348166833438,0.796268033528564,0.999920154405816,0.99982019259169,0.974183693027335,0.680913735943715,605.538336217949,602.40961328125,557.911061538462,436.76234,618.419383333333,12.4112924459352,19.1265732551329,46.3242390090999,101.592768044013,172.645830492195,448.5089,459.881075,349.68825,274.8447,344.199125,727.878975,696.808525,706.06845,568.5437,742.481525,353.813396078431,603.891886626747,347.5066,568.5437,299.70295,394.38955,444.2321,723.7522,11.0111963052732,10.6414062455292,1.70680899400677,1.63606590493533,0.771301617933581,0.710230864910651,"LUSC"
"ZNF92",0.984886160952688,0.809743412319489,0.953066897110901,0.326097184451615,0.407642737488378,0.628649332200136,0.966123326451269,0.937558642777201,0.838095766021673,0.347025396305431,220.706656089744,226.38491875,239.878507692308,308.45662,192.949416666667,5.47404494630124,10.0603288449405,16.4137817670954,96.0863210608274,30.8811222440012,159.325225,150.56045,172.099,164.0787,139.820925,261.250525,270.329025,282.20785,288.0394,252.864625,128.263533333333,224.031154291417,115,202.969,100.7133,143.5964,157.5342,266.6412,7.1422584745886,4.6096815989343,1.74664730082869,1.76494782608696,0.804588315343115,0.819625536381356,"LUSC"
"ZNF157",0.986835456044454,0.987951633959811,0.999819794174727,0.999610653071394,0.997768803614741,0.995982968810509,0.991419719220296,0.979046229739706,0.972643877696236,0.999870129782434,3.49310897435897,3.74079921875,3.88458205128205,3.0628,2.62443333333333,0.264037098628759,0.437344031378166,0.659929843752904,0.779722546166263,1.25157440414508,0.756575,0.66815,0.7157,2.271,1.16055,4.612075,4.48575,5.40285,3.8835,2.512525,2.77280980392157,3.71325309381238,2.3202,2.2142,1.26225,3.26435,0.7489,4.6953,0.438417006130857,0.230082332362613,1.33916617308578,0.954314283251444,0.421334991440447,-0.0674636292658134,"LUSC"
"ZNF182",0.309808344609044,0.0723228051739326,0.683660532431399,0.706330945196796,0.924386323078388,0.998618628403056,0.615019281835401,0.889339399295163,0.997481469673273,0.999999981571661,182.249303205128,168.04325390625,151.093315384615,141.64226,140.920866666667,4.24027135043408,5.87728979015021,8.25287134991858,17.9439648967445,12.7473514240061,133.112575,128.43745,111.3093,101.9669,140.80315,217.2121,198.12425,184.3058,169.6738,160.70355,153.000278431373,175.145059481038,146.5234,163.6313,132.3473,180.19765,130.3525,210.0158,6.26152429186709,3.15530150480875,1.14473686764955,1.11675882487029,0.195016014598228,0.159317655175134,"LUSC"
"ZNF673",0.769489112109932,0.875690034891978,0.999526951569719,0.999742141167773,0.991428335926423,0.98578952825679,0.350453282037093,0.54716954151307,0.652134190397253,0.633689995968167,252.688717307692,238.01710625,233.318869230769,262.62402,161.84385,7.04892423159199,10.2173715085779,16.1662186507389,37.0171370598052,17.5596876898717,188.30135,171.141,173.1635,237.3202,128.117675,294.2974,271.8743,265.9786,316.8932,198.1963,262.054111764706,246.266128742515,259.4347,226.2472,225.6796,301.33005,181.047,284.6865,7.92984262606034,5.29977940817548,0.939752965844067,0.872077636491957,-0.0896465314913496,-0.197471518605175,"LUSC"
"ZNF41",0.999961472503653,0.954290955581714,0.976058924090427,0.994982718990415,0.996338145273518,0.999955211372497,0.94711775555075,0.956224746184593,0.993468108030145,0.999556337215459,211.325101923077,210.45749609375,202.606612820513,198.52916,189.27485,4.17734709993986,6.77133705231634,7.49166184844861,17.3701709446856,18.8330578232488,160.26045,162.571725,168.1252,164.5963,165.2055,246.28555,258.417675,231.077,225.5867,212.770325,268.134070588235,209.717834131737,268.7766,201.8454,229.5753,304.33175,161.8674,246.2095,7.04866150292953,3.20097747380891,0.782137956849927,0.750978321773547,-0.354504996166293,-0.413156832315854,"LUSC"
"ZNF7",0.999999998519464,0.973514722904716,0.980512161430358,0.956406941811844,0.958557258779851,0.991771438164901,0.595533434537084,0.609522611494628,0.792418431014122,0.990325637159864,567.023143589744,566.843375,547.272207692308,506.84242,453.066016666667,10.5103453661766,17.5643239383933,33.6263185675278,94.5782526221033,38.8727745050476,432.08175,426.973575,387.12385,309.7563,396.83545,651.4798,669.035675,694.07115,701.7482,513.7276,315.02068627451,563.34687744511,308.0317,532.1178,275.02445,358.4483,424.4864,663.6568,8.55594748643466,8.44970880634541,1.78828534756669,1.7274773992417,0.838576958374501,0.78866683581457,"LUSC"
"ZNF214",0.717200682938167,0.935886736508996,0.999999999945108,0.883220007109661,0.743206524994211,0.770405289657429,0.904483942117746,0.981732277656155,0.984943885141742,0.694790582905307,22.6598628205128,19.72250546875,19.7064666666667,32.0363,14.5973333333333,1.37571717164204,1.60057590973997,2.7133543722629,12.2704615810083,5.36536255386758,5.44405,7.071425,6.6212,10.0971,7.953175,30.259725,26.060025,31.12635,52.795,13.53025,43.3405470588235,21.7564341317365,38.7931,15.465,27.47695,56.73355,5.9733,29.1397,2.86011919919481,0.994042036367865,0.501987990650137,0.398653368769188,-0.994275244728722,-1.32679323442272,"LUSC"
"ZNF215",0.949071889085052,0.83252093284768,0.981450989230356,0.995462189847499,0.999570137455683,0.999999995121514,0.999844895095098,0.996993494245905,0.98086380269643,0.994855699768252,47.1388054487179,50.5599703125,55.0721487179487,54.81606,44.1626166666667,2.45303165670937,3.79097873391451,9.18340623940083,21.1569393090919,19.265684492562,14.531775,15.072325,13.69805,31.7941,17.552275,65.969625,72.58935,72.1393,69.1262,53.2873,19.7381039215686,49.4469540918164,18.4075,38.9665,12.4956,22.9579,15.0297,69.4047,1.74477750858678,1.9997043050008,2.50515218119729,2.11688170582643,1.32489824589152,1.0819406518746,"LUSC"
